2026-04-22 17:27:55,956 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3468, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2300, 'response_estimated_tokens': 575, 'llm_ms': 3219.0, 'total_ms': 3219.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 655, 'total_token_count': 1384, 'cached_content_token_count': 0}}
2026-04-23 10:06:01,497 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 641, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1520, 'response_estimated_tokens': 380, 'llm_ms': 2469.0, 'total_ms': 2469.0, 'usage': {'prompt_token_count': 170, 'candidates_token_count': 422, 'total_token_count': 592, 'cached_content_token_count': 0}}
2026-04-23 10:06:06,480 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 629, 'prompt_estimated_tokens': 157, 'ok': True, 'response_chars': 1293, 'response_estimated_tokens': 323, 'llm_ms': 1812.0, 'total_ms': 1812.0, 'usage': {'prompt_token_count': 167, 'candidates_token_count': 377, 'total_token_count': 544, 'cached_content_token_count': 0}}
2026-04-23 10:06:07,062 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 634, 'prompt_estimated_tokens': 158, 'ok': True, 'response_chars': 1364, 'response_estimated_tokens': 341, 'llm_ms': 2390.0, 'total_ms': 2390.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 392, 'total_token_count': 560, 'cached_content_token_count': 0}}
2026-04-23 10:06:07,451 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 636, 'prompt_estimated_tokens': 159, 'ok': True, 'response_chars': 1538, 'response_estimated_tokens': 384, 'llm_ms': 2797.0, 'total_ms': 2797.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 429, 'total_token_count': 598, 'cached_content_token_count': 0}}
2026-04-23 10:06:08,912 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 636, 'prompt_estimated_tokens': 159, 'ok': True, 'response_chars': 3280, 'response_estimated_tokens': 820, 'llm_ms': 4266.0, 'total_ms': 4266.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 940, 'total_token_count': 1108, 'cached_content_token_count': 0}}
2026-04-23 10:06:09,057 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 638, 'prompt_estimated_tokens': 159, 'ok': True, 'response_chars': 2940, 'response_estimated_tokens': 735, 'llm_ms': 4390.0, 'total_ms': 4390.0, 'usage': {'prompt_token_count': 171, 'candidates_token_count': 812, 'total_token_count': 983, 'cached_content_token_count': 0}}
2026-04-23 10:06:14,119 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 628, 'prompt_estimated_tokens': 157, 'ok': True, 'response_chars': 1478, 'response_estimated_tokens': 369, 'llm_ms': 2297.0, 'total_ms': 2297.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 447, 'total_token_count': 615, 'cached_content_token_count': 0}}
2026-04-23 10:06:14,249 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1594, 'response_estimated_tokens': 398, 'llm_ms': 2422.0, 'total_ms': 2422.0, 'usage': {'prompt_token_count': 171, 'candidates_token_count': 425, 'total_token_count': 596, 'cached_content_token_count': 0}}
2026-04-23 10:06:14,510 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 633, 'prompt_estimated_tokens': 158, 'ok': True, 'response_chars': 2986, 'response_estimated_tokens': 746, 'llm_ms': 2688.0, 'total_ms': 2688.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 826, 'total_token_count': 994, 'cached_content_token_count': 0}}
2026-04-23 10:06:15,037 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 659, 'prompt_estimated_tokens': 164, 'ok': True, 'response_chars': 1632, 'response_estimated_tokens': 408, 'llm_ms': 3219.0, 'total_ms': 3219.0, 'usage': {'prompt_token_count': 171, 'candidates_token_count': 438, 'total_token_count': 609, 'cached_content_token_count': 0}}
2026-04-23 10:06:17,369 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 634, 'prompt_estimated_tokens': 158, 'ok': True, 'response_chars': 1771, 'response_estimated_tokens': 442, 'llm_ms': 5563.0, 'total_ms': 5563.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 509, 'total_token_count': 677, 'cached_content_token_count': 0}}
2026-04-23 10:06:20,337 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 632, 'prompt_estimated_tokens': 158, 'ok': True, 'response_chars': 1596, 'response_estimated_tokens': 399, 'llm_ms': 2203.0, 'total_ms': 2203.0, 'usage': {'prompt_token_count': 167, 'candidates_token_count': 444, 'total_token_count': 611, 'cached_content_token_count': 0}}
2026-04-23 10:06:23,129 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'resume_skill_extraction', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 6178, 'prompt_estimated_tokens': 1544, 'ok': True, 'response_chars': 11035, 'response_estimated_tokens': 2758, 'llm_ms': 5766.0, 'total_ms': 5766.0, 'usage': {'prompt_token_count': 1659, 'candidates_token_count': 3534, 'total_token_count': 5193, 'cached_content_token_count': 0}}
2026-04-23 10:06:59,787 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'resume_skill_extraction', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 6178, 'prompt_estimated_tokens': 1544, 'ok': True, 'response_chars': 11981, 'response_estimated_tokens': 2995, 'llm_ms': 8438.0, 'total_ms': 8438.0, 'usage': {'prompt_token_count': 1659, 'candidates_token_count': 3873, 'total_token_count': 5532, 'cached_content_token_count': 0}}
2026-04-23 10:22:32,492 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3484, 'prompt_estimated_tokens': 871, 'ok': True, 'response_chars': 2193, 'response_estimated_tokens': 548, 'llm_ms': 2922.0, 'total_ms': 2922.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 621, 'total_token_count': 1350, 'cached_content_token_count': 0}}
2026-04-23 10:22:35,216 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3468, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2464, 'response_estimated_tokens': 616, 'llm_ms': 2719.0, 'total_ms': 2719.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 684, 'total_token_count': 1413, 'cached_content_token_count': 0}}
2026-04-23 10:22:38,180 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3482, 'prompt_estimated_tokens': 870, 'ok': True, 'response_chars': 2623, 'response_estimated_tokens': 655, 'llm_ms': 2968.0, 'total_ms': 2968.0, 'usage': {'prompt_token_count': 727, 'candidates_token_count': 692, 'total_token_count': 1419, 'cached_content_token_count': 0}}
2026-04-23 10:22:39,992 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3466, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2047, 'response_estimated_tokens': 511, 'llm_ms': 1813.0, 'total_ms': 1813.0, 'usage': {'prompt_token_count': 731, 'candidates_token_count': 577, 'total_token_count': 1308, 'cached_content_token_count': 0}}
2026-04-23 10:22:42,624 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3466, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2572, 'response_estimated_tokens': 643, 'llm_ms': 2625.0, 'total_ms': 2625.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 672, 'total_token_count': 1395, 'cached_content_token_count': 0}}
2026-04-23 10:22:45,339 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3476, 'prompt_estimated_tokens': 869, 'ok': True, 'response_chars': 2563, 'response_estimated_tokens': 640, 'llm_ms': 2719.0, 'total_ms': 2719.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 679, 'total_token_count': 1408, 'cached_content_token_count': 0}}
2026-04-23 10:22:48,777 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3474, 'prompt_estimated_tokens': 868, 'ok': True, 'response_chars': 3107, 'response_estimated_tokens': 776, 'llm_ms': 3437.0, 'total_ms': 3437.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 825, 'total_token_count': 1554, 'cached_content_token_count': 0}}
2026-04-23 10:22:51,172 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3468, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2114, 'response_estimated_tokens': 528, 'llm_ms': 2391.0, 'total_ms': 2391.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 595, 'total_token_count': 1324, 'cached_content_token_count': 0}}
2026-04-23 10:22:53,543 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3460, 'prompt_estimated_tokens': 865, 'ok': True, 'response_chars': 2019, 'response_estimated_tokens': 504, 'llm_ms': 2360.0, 'total_ms': 2360.0, 'usage': {'prompt_token_count': 727, 'candidates_token_count': 549, 'total_token_count': 1276, 'cached_content_token_count': 0}}
2026-04-23 10:22:55,681 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3476, 'prompt_estimated_tokens': 869, 'ok': True, 'response_chars': 1830, 'response_estimated_tokens': 457, 'llm_ms': 2140.0, 'total_ms': 2140.0, 'usage': {'prompt_token_count': 731, 'candidates_token_count': 508, 'total_token_count': 1239, 'cached_content_token_count': 0}}
2026-04-23 10:22:58,842 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3464, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2884, 'response_estimated_tokens': 721, 'llm_ms': 3157.0, 'total_ms': 3157.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 797, 'total_token_count': 1526, 'cached_content_token_count': 0}}
2026-04-23 10:23:01,018 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3460, 'prompt_estimated_tokens': 865, 'ok': True, 'response_chars': 2712, 'response_estimated_tokens': 678, 'llm_ms': 2187.0, 'total_ms': 2187.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 755, 'total_token_count': 1484, 'cached_content_token_count': 0}}
2026-04-23 10:23:04,027 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3462, 'prompt_estimated_tokens': 865, 'ok': True, 'response_chars': 2808, 'response_estimated_tokens': 702, 'llm_ms': 3000.0, 'total_ms': 3000.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 754, 'total_token_count': 1483, 'cached_content_token_count': 0}}
2026-04-23 10:23:06,589 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3464, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2506, 'response_estimated_tokens': 626, 'llm_ms': 2563.0, 'total_ms': 2563.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 693, 'total_token_count': 1422, 'cached_content_token_count': 0}}
2026-04-23 10:23:08,486 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3470, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2000, 'response_estimated_tokens': 500, 'llm_ms': 1890.0, 'total_ms': 1890.0, 'usage': {'prompt_token_count': 725, 'candidates_token_count': 524, 'total_token_count': 1249, 'cached_content_token_count': 0}}
2026-04-23 10:23:10,715 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3474, 'prompt_estimated_tokens': 868, 'ok': True, 'response_chars': 2565, 'response_estimated_tokens': 641, 'llm_ms': 2219.0, 'total_ms': 2219.0, 'usage': {'prompt_token_count': 727, 'candidates_token_count': 684, 'total_token_count': 1411, 'cached_content_token_count': 0}}
2026-04-23 10:23:15,021 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 653, 'prompt_estimated_tokens': 163, 'ok': True, 'response_chars': 1528, 'response_estimated_tokens': 382, 'llm_ms': 1484.0, 'total_ms': 1484.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 427, 'total_token_count': 600, 'cached_content_token_count': 0}}
2026-04-23 10:23:15,721 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 644, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 1507, 'response_estimated_tokens': 376, 'llm_ms': 2172.0, 'total_ms': 2172.0, 'usage': {'prompt_token_count': 174, 'candidates_token_count': 432, 'total_token_count': 606, 'cached_content_token_count': 0}}
2026-04-23 10:23:16,100 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 652, 'prompt_estimated_tokens': 163, 'ok': True, 'response_chars': 2120, 'response_estimated_tokens': 530, 'llm_ms': 2562.0, 'total_ms': 2562.0, 'usage': {'prompt_token_count': 172, 'candidates_token_count': 615, 'total_token_count': 787, 'cached_content_token_count': 0}}
2026-04-23 10:23:16,185 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 2140, 'response_estimated_tokens': 535, 'llm_ms': 2640.0, 'total_ms': 2640.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 619, 'total_token_count': 792, 'cached_content_token_count': 0}}
2026-04-23 10:23:16,188 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1598, 'response_estimated_tokens': 399, 'llm_ms': 2640.0, 'total_ms': 2640.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 446, 'total_token_count': 615, 'cached_content_token_count': 0}}
2026-04-23 10:23:21,040 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 1591, 'response_estimated_tokens': 397, 'llm_ms': 1969.0, 'total_ms': 1969.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 429, 'total_token_count': 602, 'cached_content_token_count': 0}}
2026-04-23 10:23:21,069 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 648, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1527, 'response_estimated_tokens': 381, 'llm_ms': 2000.0, 'total_ms': 2000.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 448, 'total_token_count': 621, 'cached_content_token_count': 0}}
2026-04-23 10:23:21,185 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 649, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1767, 'response_estimated_tokens': 441, 'llm_ms': 2109.0, 'total_ms': 2109.0, 'usage': {'prompt_token_count': 174, 'candidates_token_count': 522, 'total_token_count': 696, 'cached_content_token_count': 0}}
2026-04-23 10:23:22,402 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 641, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 3039, 'response_estimated_tokens': 759, 'llm_ms': 3328.0, 'total_ms': 3328.0, 'usage': {'prompt_token_count': 172, 'candidates_token_count': 841, 'total_token_count': 1013, 'cached_content_token_count': 0}}
2026-04-23 10:23:22,403 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 649, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 3011, 'response_estimated_tokens': 752, 'llm_ms': 3328.0, 'total_ms': 3328.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 831, 'total_token_count': 1004, 'cached_content_token_count': 0}}
2026-04-23 10:23:27,185 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 641, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1485, 'response_estimated_tokens': 371, 'llm_ms': 1875.0, 'total_ms': 1875.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 418, 'total_token_count': 591, 'cached_content_token_count': 0}}
2026-04-23 10:23:27,735 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1831, 'response_estimated_tokens': 457, 'llm_ms': 2422.0, 'total_ms': 2422.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 524, 'total_token_count': 697, 'cached_content_token_count': 0}}
2026-04-23 10:23:27,975 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 642, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 2072, 'response_estimated_tokens': 518, 'llm_ms': 2672.0, 'total_ms': 2672.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 578, 'total_token_count': 751, 'cached_content_token_count': 0}}
2026-04-23 10:23:28,108 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1872, 'response_estimated_tokens': 468, 'llm_ms': 2797.0, 'total_ms': 2797.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 532, 'total_token_count': 705, 'cached_content_token_count': 0}}
2026-04-23 10:23:28,110 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 1867, 'response_estimated_tokens': 466, 'llm_ms': 2797.0, 'total_ms': 2797.0, 'usage': {'prompt_token_count': 170, 'candidates_token_count': 529, 'total_token_count': 699, 'cached_content_token_count': 0}}
2026-04-23 10:23:31,725 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 648, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1942, 'response_estimated_tokens': 485, 'llm_ms': 2781.0, 'total_ms': 2781.0, 'usage': {'prompt_token_count': 172, 'candidates_token_count': 593, 'total_token_count': 765, 'cached_content_token_count': 0}}
2026-04-23 10:23:46,440 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'assessment_questions', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 710, 'prompt_estimated_tokens': 177, 'ok': True, 'response_chars': 3478, 'response_estimated_tokens': 869, 'llm_ms': 3219.0, 'total_ms': 3219.0, 'usage': {'prompt_token_count': 192, 'candidates_token_count': 748, 'total_token_count': 940, 'cached_content_token_count': 0}}
2026-04-23 10:24:03,497 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'week_assessment_questions', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 2539, 'prompt_estimated_tokens': 634, 'ok': True, 'response_chars': 13435, 'response_estimated_tokens': 3358, 'llm_ms': 7422.0, 'total_ms': 7422.0, 'usage': {'prompt_token_count': 675, 'candidates_token_count': 2952, 'total_token_count': 3627, 'cached_content_token_count': 0}}
2026-04-23 10:37:12,162 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3735, 'prompt_estimated_tokens': 933, 'ok': True, 'response_chars': 2303, 'response_estimated_tokens': 575, 'llm_ms': 3719.0, 'total_ms': 3719.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 661, 'total_token_count': 1438, 'cached_content_token_count': 0}}
2026-04-23 10:37:15,047 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3703, 'prompt_estimated_tokens': 925, 'ok': True, 'response_chars': 2410, 'response_estimated_tokens': 602, 'llm_ms': 2890.0, 'total_ms': 2890.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 659, 'total_token_count': 1436, 'cached_content_token_count': 0}}
2026-04-23 10:37:18,954 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3731, 'prompt_estimated_tokens': 932, 'ok': True, 'response_chars': 3426, 'response_estimated_tokens': 856, 'llm_ms': 3907.0, 'total_ms': 3907.0, 'usage': {'prompt_token_count': 773, 'candidates_token_count': 888, 'total_token_count': 1661, 'cached_content_token_count': 0}}
2026-04-23 10:37:20,753 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3699, 'prompt_estimated_tokens': 924, 'ok': True, 'response_chars': 2202, 'response_estimated_tokens': 550, 'llm_ms': 1797.0, 'total_ms': 1797.0, 'usage': {'prompt_token_count': 781, 'candidates_token_count': 598, 'total_token_count': 1379, 'cached_content_token_count': 0}}
2026-04-23 10:37:23,204 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3701, 'prompt_estimated_tokens': 925, 'ok': True, 'response_chars': 1761, 'response_estimated_tokens': 440, 'llm_ms': 2453.0, 'total_ms': 2453.0, 'usage': {'prompt_token_count': 767, 'candidates_token_count': 467, 'total_token_count': 1234, 'cached_content_token_count': 0}}
2026-04-23 10:37:25,923 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3719, 'prompt_estimated_tokens': 929, 'ok': True, 'response_chars': 2221, 'response_estimated_tokens': 555, 'llm_ms': 2718.0, 'total_ms': 2718.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 606, 'total_token_count': 1383, 'cached_content_token_count': 0}}
2026-04-23 10:37:29,444 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3715, 'prompt_estimated_tokens': 928, 'ok': True, 'response_chars': 2895, 'response_estimated_tokens': 723, 'llm_ms': 3532.0, 'total_ms': 3532.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 813, 'total_token_count': 1590, 'cached_content_token_count': 0}}
2026-04-23 10:37:32,134 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3703, 'prompt_estimated_tokens': 925, 'ok': True, 'response_chars': 2264, 'response_estimated_tokens': 566, 'llm_ms': 2687.0, 'total_ms': 2687.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 617, 'total_token_count': 1394, 'cached_content_token_count': 0}}
2026-04-23 10:37:35,042 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3687, 'prompt_estimated_tokens': 921, 'ok': True, 'response_chars': 2790, 'response_estimated_tokens': 697, 'llm_ms': 2906.0, 'total_ms': 2906.0, 'usage': {'prompt_token_count': 773, 'candidates_token_count': 753, 'total_token_count': 1526, 'cached_content_token_count': 0}}
2026-04-23 10:37:37,269 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3719, 'prompt_estimated_tokens': 929, 'ok': True, 'response_chars': 2568, 'response_estimated_tokens': 642, 'llm_ms': 2219.0, 'total_ms': 2219.0, 'usage': {'prompt_token_count': 781, 'candidates_token_count': 729, 'total_token_count': 1510, 'cached_content_token_count': 0}}
2026-04-23 10:37:40,436 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3695, 'prompt_estimated_tokens': 923, 'ok': True, 'response_chars': 2665, 'response_estimated_tokens': 666, 'llm_ms': 3156.0, 'total_ms': 3156.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 763, 'total_token_count': 1540, 'cached_content_token_count': 0}}
2026-04-23 10:37:43,395 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3687, 'prompt_estimated_tokens': 921, 'ok': True, 'response_chars': 2865, 'response_estimated_tokens': 716, 'llm_ms': 2953.0, 'total_ms': 2953.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 812, 'total_token_count': 1589, 'cached_content_token_count': 0}}
2026-04-23 10:37:46,935 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3691, 'prompt_estimated_tokens': 922, 'ok': True, 'response_chars': 2870, 'response_estimated_tokens': 717, 'llm_ms': 3531.0, 'total_ms': 3531.0, 'usage': {'prompt_token_count': 777, 'candidates_token_count': 806, 'total_token_count': 1583, 'cached_content_token_count': 0}}
